t1,t2,t3,t4,xr2,yr2,xr3,yr3,xr4,yr4,EAB
1.173,1.68,1.883,1.802,6,2.347,4.428,2.601,4.489,1.713,0.65 
1.724,1.968,1.21,1.228,4.543,2.991,4.017,2.159,5.294,1.784,0.61 
1.032,1.694,1.065,1.607,4.196,2.367,4.734,2.277,5.317,2.22,0.56 
1.123,1.865,1.247,1.897,3.627,1.915,5.591,2.737,4.456,2.702,0.16 
1.59,1.626,1.106,1.022,4.181,1.953,6.049,2.555,4.065,2.331,0.34 
1.112,1.624,1.709,1.556,4.128,2.641,5.616,2.751,3.241,2.207,0.31 
1.672,1.168,1.921,1.835,4.357,2.865,3.368,2.711,5.144,2.464,0.61 
1.172,1.351,1.121,1.565,4.592,1.777,3.389,2.284,5.083,1.983,0.55 
1.215,1.095,1.929,1.048,3.697,2.438,3.019,2.233,6.05,2.427,0.45 
1.016,1.439,1.236,1.407,4.502,2.386,4.471,2.235,5.097,2.747,0.50 
1.413,1.45,1.635,1.762,3.476,2.791,4.086,1.632,6.1,1.62,0.61 
1.297,1.05,1.678,1.351,4.745,2.308,4.827,1.648,5.715,1.588,0.51 
1.157,1.848,1.829,1.193,4,2.475,4.869,2.583,5.899,2.157,0.36 
1.505,1.067,1.239,1.209,3.585,1.788,4.419,2.175,3.413,2.466,0.50 
1.171,1.694,1.066,1.865,3.012,2.456,3.408,2.183,5.978,2.556,0.31 
1.7,1.522,1.705,1.475,6.173,2.68,6.184,2.826,4.851,2.399,0.33 
1.75,1.587,1.574,1.512,4.195,2.119,4.885,2.375,4.251,1.946,0.65 
1.23,1.048,1.632,1.615,4.396,2.294,3.555,1.956,6.454,2.156,0.43 
1.516,1.7,1.25,1.709,3.944,2.221,4.939,2.336,4.233,2.438,0.66 
1.113,1.374,1.982,1.803,4.612,2.173,3.452,1.629,6.239,2.485,0.02 
1.076,1.401,1.903,1.776,3.327,2.439,3.695,2.378,5.683,2.596,0.34 
1.219,1.406,1.005,1.877,4.072,1.848,3.927,2.816,6.439,1.679,0.47 
1.014,1.922,1.393,1.979,6.409,2.972,5.553,2.157,3.584,2.677,0.47 
1.91,1.916,1.302,1.79,4.061,2.377,4.864,1.561,5.708,2.034,0.65 
1.107,1.329,1.829,1.564,6.358,2.335,3.537,2.229,5.656,2.564,0.56 
1.309,1.372,1.452,1.354,6.08,1.694,5.921,1.573,5.969,1.984,0.42 
1.175,1.596,1.48,1.645,4.514,2.284,4.75,2.268,3.297,2.556,0.76 
1.839,1.947,1.116,1.542,5.585,2.092,3.627,2.387,4.692,2.467,0.50 
1.476,1.053,1.558,1.493,4.327,1.545,4.722,1.978,4.145,2.944,0.55 
1.193,1.228,1.032,1.138,3.111,2.865,4.82,2.536,4.646,2.818,0.40 
1.042,1.992,1.517,1.242,4.348,2.764,5.717,2.494,5.167,2.049,0.36 
1.394,1.665,1.798,1.014,5.304,2.914,5.326,2.391,4.939,2.737,0.40 
1.872,1.714,1.045,1.558,5.697,2.342,4.278,2.337,3.958,2.125,0.45 
1.098,1.285,1.85,1.812,4.167,2.866,3.57,2.605,5.37,2.123,0.56 
1.391,1.795,1.389,1.285,5.668,2.596,4.564,2.195,4.171,1.827,0.53 
1.797,1.706,1.546,1.323,5.074,1.502,5.031,2.318,5.406,1.825,0.43 
1.059,1.854,1.171,1.613,3.4,2.406,3.782,2.101,4.239,2.641,0.60 
1.082,1.978,1.762,1.325,4.33,1.534,3.217,2.059,5.331,1.616,0.50 
1.57,1.607,1.357,1.8,3.287,2.761,6.25,2.287,5.825,1.955,0.35 
1.613,1.296,1.898,1.187,4.349,1.539,5.079,2.004,4.844,2.912,0.51 
1.519,1.481,1.537,1.961,3.552,2.901,5.389,1.767,3.165,1.709,0.74 
1.964,1.088,1.711,1.996,5.722,2.591,6.039,2.028,3.188,2.066,0.47 
1.954,1.579,1.161,1.986,4.639,2.45,4.203,2.953,3.719,2.266,0.60 
1.99,1.544,1.875,1.498,4.737,1.881,3.55,1.697,3.069,2.75,0.78 
1.724,1.263,1.897,1.081,3.872,1.728,3.03,2.836,6.324,2.955,0.17 
1.875,1.09,1.678,1.646,5.649,1.888,3.365,2.158,4.936,1.75,0.60 
1.022,1.16,1.765,1.001,4.033,2.163,4.118,1.541,4.74,2.936,0.55 
1.521,1.85,1.754,1.007,6.236,2.885,5.93,2.06,4.419,2.208,0.42 
1.029,1.841,1.204,1.475,5.781,1.965,3.819,2.802,5.788,2.823,0.42 
1.428,1.628,1.271,1.848,4.442,2.829,4.082,2.959,3.954,2.601,0.71 
1.071,1.982,1.721,1.872,4.601,2.498,4.452,2.643,3.985,2.233,0.60 
1.73,1.436,1.462,1.143,5.664,2.437,3.962,2.864,5.907,2.021,0.42 
1.192,1.273,1.29,1.639,4.183,2.504,6.131,2.33,3.36,2.676,0.46 
1.527,1.108,1.927,1.31,4.968,1.988,5.827,2.344,5.247,1.539,0.41 
1.545,1.859,1.151,1.528,3.924,1.623,3.598,2.87,3.86,1.968,0.64 
1.191,1.013,1.593,1.953,4.277,2.656,5.677,1.875,5.046,1.708,0.55 
1.518,1.599,1.162,1.163,3.949,2.363,4.373,2.123,4.528,1.584,0.56 
1.785,1.426,1.747,1.377,3.849,1.912,3.367,2.849,6.376,2.995,0.08 
1.991,1.918,1.367,1.962,6.355,1.943,5.75,2.811,3.87,2.621,0.38 
1.26,1.56,1.054,1.174,3.566,1.795,4.627,2.913,6.379,1.695,0.31 
1.631,1.534,1.931,1.953,3.571,2.197,6.448,2.974,4.088,2.798,0.31 
1.58,1.812,1.95,1.657,5.852,1.608,6.169,2.552,5.073,1.621,0.40 
1.643,1.851,1.104,1.516,6.022,1.941,4.46,2.678,3.09,1.66,0.48 
1.442,1.238,1.335,1.415,3.252,2.819,3.79,1.615,5.681,2.614,0.51 
1.865,1.282,1.362,1.576,5.516,2.989,4.396,1.504,5.466,2.412,0.47 
1.73,1.803,1.958,1.781,5.476,2.227,5.655,2.667,5.538,2.681,0.21 
1.628,1.298,1.388,1.29,3.521,1.726,3.372,2.64,4.829,2.548,0.55 
1.378,1.424,1.405,1.482,4.96,2.684,3.174,2.876,4.36,1.793,0.61 
1.284,1.48,1.05,1.738,4.261,1.93,3.232,2.594,3.721,2.21,0.72 
1.789,1.344,1.102,1.275,5.723,2.424,4.147,1.832,5.938,2.145,0.43 
1.798,1.347,1.022,1.679,3.798,2.746,4.157,1.848,5.979,2.934,0.32 
1.46,1.871,1.228,1.815,4.089,2.789,3.602,2.479,5.04,1.935,0.74 
1.329,1.261,1.22,1.875,4.52,1.991,6.463,1.994,5.745,1.71,0.39 
1.982,1.005,1.953,1.571,4.055,2.91,3.994,2.585,5.578,2.948,0.36 
1.187,1.165,1.696,1.033,5.718,1.712,3.621,2.137,6.051,2.537,0.39 
1.066,1.992,1.907,1.053,4.859,1.626,5.687,1.915,5.83,1.985,0.33 
1.087,1.452,1.152,1.883,3.154,2.173,3.804,2.132,3.633,2.381,0.70 
1.747,1.333,1.28,1.13,5.043,2.199,5.895,1.529,3.769,2.959,0.49 
1.095,1.749,1.732,1.439,4.318,2.686,3.513,2.931,4.404,2.214,0.70 
1.427,1.274,1.461,1.731,6.057,2.615,3.995,2.388,3.787,1.678,0.53 
1.183,1.88,1.237,1.958,4.771,2.957,3.067,2.603,6.263,1.56,0.62 
1.914,1.323,1.632,1.7,3.701,1.527,5.901,2.174,4.379,2.624,0.38 
1.79,1.809,1.442,1.637,5.756,2.379,5.013,2.319,3.152,1.712,0.47 
1.111,1.808,1.21,1.092,6.458,2.622,4.395,2.007,4.06,1.783,0.43 
1.302,1.825,1.645,1.576,4.512,2.93,4.749,2.843,3.043,1.548,0.64 
1.508,1.017,1.546,1.692,6.005,2.474,5.112,2.479,5.078,2.299,0.51 
1.847,1.771,1.12,1.047,5.935,2.615,5.409,2.832,5.266,2.116,0.35 
1.142,1.953,1.8,1.029,5.45,1.671,5.091,2.171,3.223,1.529,0.53 
1.332,1.577,1.63,1.584,4.531,1.605,3.303,1.996,3.36,2.403,0.72 
1.172,1.225,1.377,1.684,6.104,1.764,4.055,2.08,6.259,2.77,0.27 
1.099,1.901,1.65,1.939,6.325,2.004,3.965,2.401,4.36,2.477,0.65 
1.732,1.12,1.848,1.152,5.824,2.339,4.355,2.132,6.3,2.222,0.45 
1.135,1.133,1.458,1.429,4.648,2.426,4.597,1.972,4.705,2.407,0.57 
1.217,1.374,1.755,1.054,4.217,2.755,6.252,2.193,4.658,2.969,0.32 
1.222,1.568,1.752,1.709,3.97,2.781,6.47,1.999,4.668,2.633,0.40 
1.65,1.682,1.207,1.979,4.776,1.841,3.434,2.755,3.971,2.046,0.74 
1.941,1.011,1.953,1.499,5.709,2.464,3.56,1.677,5,1.732,0.59 
1.302,1.477,1.67,1.728,5.716,1.616,6.478,2.722,3.154,2.363,0.35 
1.941,1.613,1.838,1.295,4.679,2.852,3.984,2.983,4.702,1.712,0.48 
1.206,1.008,1.865,1.254,4.579,2.301,4.647,2.96,4.469,1.554,0.49 
1.367,1.193,1.675,1.601,4.613,1.795,6.017,1.949,3.094,1.793,0.47 
1.73,1.239,1.175,1.064,4.895,2.196,5.706,2.542,5.262,2.039,0.37 
1.865,1.86,1.503,1.71,3.407,1.512,6.257,1.608,4.106,2.825,0.29 
1.865,1.625,1.464,1.386,4.447,1.708,4.68,2.351,4.665,1.845,0.60 
1.062,1.188,1.722,1.558,5.543,2.569,3.708,1.672,4.965,1.777,0.58 
1.377,1.269,1.723,1.853,5.934,2.572,3.731,2.974,4.808,2.982,0.48 
1.937,1.742,1.641,1.702,5.325,2.362,3.852,1.741,5.692,2.952,0.32 
1.488,1.505,1.442,1.017,5.091,1.57,4.054,2.539,5.339,2.93,0.46 
1.976,1.228,1.152,1.928,5.379,2.268,3.999,1.576,4.095,2.875,0.48 
1.241,1.437,1.118,1.447,4.043,2.793,4.496,2.447,5.796,1.525,0.51 
1.525,1.055,1.177,1.541,3.574,2.905,5.947,2.253,5.661,2.503,0.42 
1.194,1.468,1.804,1.712,4.959,2.74,4.789,2.642,4.138,2.286,0.67 
1.255,1.582,1.041,1.855,5.792,2.146,5.779,2.227,6.04,2.191,0.44 
1.619,1.339,1.102,1.017,3.794,2.305,6.092,1.852,5.961,1.501,0.34 
1.122,1.838,1.439,1.926,4.711,2.336,3.318,2.609,3.52,1.581,0.75 
1.844,1.725,1.517,1.779,5.662,2.942,3.253,2.483,4.724,2.593,0.54 
1.76,1.997,1.148,1.042,3.035,2.362,5.544,2.208,6.188,1.841,0.48 
1.907,1.902,1.56,1.928,4.646,2.067,3.457,2.57,3.506,2.577,0.74 
1.681,1.377,1.136,1.023,3.835,2.014,3.527,2.632,3.679,2.42,0.54 
1.163,1.534,1.529,1.205,5.589,1.979,6.202,2.968,3.607,1.663,0.26 
1.213,1.265,1.227,1.845,4.418,1.797,5.665,2.484,4.7,1.742,0.47 
1.026,1.1,1.352,1.245,6.153,2.356,3.752,1.704,6.034,2.273,0.34 
1.571,1.33,1.982,1.625,3.911,1.626,5.278,2.47,5.238,1.518,0.42 
1.47,1.988,1.414,1.726,6.212,2.627,3.502,2.157,3.668,2.058,0.48 
1.966,1.915,1.946,1.5,4.967,2.563,3.852,1.95,6.14,1.584,0.58 
1.473,1.806,1.769,1.361,4.858,2.253,5.43,2.492,3.162,2.672,0.50 
1.163,1.987,1.924,1.433,5.773,1.535,6.478,2.735,4.464,2.955,0.27 
1.044,1.919,1.64,1.018,3.075,2.725,6.041,2.018,5.365,2.888,0.22 
1.393,1.029,1.437,1.468,4.778,2.691,5.796,2.177,3.797,2.996,0.49 
1.996,1.762,1.619,1.751,3.88,2.325,3.995,2.399,4.321,2.317,0.77 
1.028,1.646,1.013,1.474,3.818,2.32,3.97,1.843,6.448,1.9,0.47 
1.116,1.942,1.467,1.013,3.471,2.44,5.329,1.87,3.633,2.306,0.53 
1.914,1.182,1.478,1.908,4.05,2.517,5.008,1.836,4.688,2.89,0.49 
1.897,1.68,1.929,1.851,3.685,2.987,3.444,2.411,5.25,1.795,0.80 
1.78,1.115,1.89,1.627,4.884,2.997,5.966,2.532,3.962,2.804,0.40 
1.477,1.608,1.461,1.34,4.308,2.731,5.286,2.515,4.464,1.683,0.56 
1.634,1.512,1.287,1.276,3.811,2.248,3.335,1.815,4.25,2.006,0.66 
1.954,1.461,1.28,1.062,5.542,1.557,5.393,1.507,5.67,2.007,0.44 
1.526,1.343,1.896,1.292,3.824,2.433,4.658,2.071,3.988,1.779,0.65 
1.719,1.693,1.644,1.891,3.662,2.49,3.716,1.556,5.183,2.472,0.48 
1.619,1.906,1.954,1.046,5.332,2.718,5.671,1.521,5.227,1.628,0.55 
1.975,1.545,1.764,1.879,3.175,2.995,3.905,1.823,4.655,2.629,0.64 
1.947,1.174,1.815,1.166,3.257,2.446,3.524,2.159,3.951,2.166,0.67 
